fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
bdcd1d529d054318a6ce9e76689dd7b9,Stephan Bonnar,1977-04-04,The American Psycho,"[""One Kick's Gym""]",Light Heavyweight,15.0,9.0,0.0,3.0,7.0,5.0,0.0,3.0,0.0,6.0,0.0,United States,"Hammond, Indiana",205.0,M,6.3,192.02
93700d6d69c34cbbba6a9fce9acd0ef5,Eric Schafer,1977-09-20,Red,['Red Schafer MMA'],Middleweight,14.0,8.0,0.0,4.0,8.0,1.0,1.0,4.0,1.0,3.0,0.0,United States,"Milwaukee, Wisconsin",185.0,M,6.3,192.02
63f343689831466ca4a59f5911943d2c,Alan Belcher,1984-04-24,The Talent,"['Roufusport', 'Remix MMA']",Heavyweight,19.0,9.0,0.0,11.0,5.0,3.0,0.0,3.0,1.0,5.0,0.0,United States,"Biloxi, Mississippi",233.0,M,6.2,188.98
84305410742c4563b094b697a248da50,Kalib Starnes,1975-01-06,,['Aegis Athletics'],Light Heavyweight,17.0,11.0,0.0,5.0,10.0,2.0,0.0,5.0,1.0,5.0,0.0,Canada,"Surrey, British Columbia",205.0,M,6.3,192.02
a6135688bd4e40ac92ba7b75ecbb607d,Yushin Okami,1981-07-21,Thunder,['EXFIGHT'],Middleweight,38.0,15.0,0.0,14.0,3.0,20.0,1.0,7.0,1.0,7.0,0.0,Japan,"Fujisawa, Kanagawa",185.0,M,6.2,188.98
8ce4a5b92e554e0da625d643f1639cff,Jason MacDonald,1975-06-03,The Athlete,"['Pure Fitness', 'Gracie Barra Calgary']",Middleweight,25.0,16.0,0.0,3.0,19.0,3.0,0.0,7.0,4.0,5.0,0.0,Canada,"Edmonton, Alberta",185.0,M,6.2,188.98
6ebf3bdbb557438db06dd53599a1c4f7,Demian Maia,1977-11-06,,['Demian Maia Jiu-Jitsu'],Welterweight,28.0,11.0,0.0,3.0,14.0,11.0,0.0,2.0,0.0,9.0,0.0,Brazil,"Santana de Parnaiba, Sao Paulo",170.0,M,6.0,182.88
e5cbcb485a814ed1bb8f9f30bbe805f5,Ryan Jensen,1977-09-20,,['Jackson-Wink MMA'],Middleweight,21.0,8.0,0.0,9.0,12.0,0.0,0.0,3.0,5.0,0.0,0.0,United States,"Omaha, Nebraska",175.0,M,5.1,155.45
01637d63b3db4282b0adee1f87f5e021,Joshua Burkman,1980-10-04,The People's Warrior,['The Pit Elevated Fight Team'],Lightweight,28.0,18.0,1.0,7.0,10.0,11.0,0.0,2.0,9.0,7.0,0.0,United States,"Salt Lake City, Utah",155.0,M,5.1,155.45
79004c4eb6cf4a81a0aa725a1094ac87,Forrest Petz,1975-09-22,The Meat Cleaver,['Strong Style Fight Team'],Middleweight,26.0,10.0,0.0,13.0,4.0,9.0,0.0,2.0,4.0,4.0,0.0,United States,"Cleveland, Ohio",185.0,M,5.9,179.83
044b505421f44180bcda4f70d8993d6e,Matt Grice,1981-07-29,The Real One,['R-1 MMA'],Featherweight,15.0,5.0,0.0,8.0,2.0,5.0,0.0,2.0,2.0,1.0,0.0,United States,"Harrah, Oklahoma",145.0,M,5.8,176.78
4d102597b05440d9988e08d281533dab,Jason Black,1972-08-15,The Black Legion,['Miletich Martial Arts'],Welterweight,23.0,4.0,0.0,6.0,9.0,4.0,4.0,1.0,2.0,1.0,0.0,United States,"Davenport, Illinois",169.0,M,5.1,155.45
1f87f6ef46924eb89adea1b1db220cf6,Keith Jardine,1975-10-31,The Dean of Mean,"['Jackson-Wink MMA', 'Mean1 MMA']",Middleweight,17.0,11.0,0.0,8.0,2.0,7.0,0.0,6.0,0.0,5.0,0.0,United States,"Albuquerque, New Mexico",185.0,M,6.2,188.98
e608ba7ef86d483d9c09a8dfc410fd14,Chuck Liddell,1969-12-17,The Iceman,['The Pit'],Light Heavyweight,21.0,9.0,0.0,13.0,1.0,7.0,0.0,7.0,1.0,1.0,0.0,United States,"San Luis Obispo, California",205.0,M,6.2,188.98
355850e10a4f45ca8280d321ab527b03,Forrest Griffin,1979-07-01,,"['Xtreme Couture', 'Throwdown']",Light Heavyweight,19.0,7.0,0.0,4.0,6.0,9.0,0.0,5.0,0.0,2.0,0.0,United States,"Athens, Georgia",205.0,M,6.3,192.02
862cd5dfc7fe413d9d2573f9c3535162,Mauricio Rua,1981-11-25,Shogun,['Universidade da Luta'],Light Heavyweight,27.0,14.0,0.0,21.0,1.0,5.0,0.0,7.0,3.0,4.0,0.0,Brazil,"Curitiba, Parana",205.0,M,6.1,185.93
94ec16605e11474e96c5ecec9de8c9cf,Jon Fitch,1978-02-24,,['American Kickboxing Academy'],Welterweight,32.0,8.0,1.0,7.0,5.0,20.0,0.0,2.0,4.0,2.0,0.0,United States,"Fort Wayne, Indiana",170.0,M,6.0,182.88
72990bec80474c8eb5a4ebad621d8d81,Diego Sanchez,1981-12-31,The Nightmare,['Jackson-Wink MMA'],Welterweight,30.0,14.0,0.0,10.0,6.0,13.0,1.0,4.0,0.0,10.0,0.0,United States,"Albuquerque, New Mexico",170.0,M,5.1,155.45
4abdb463f1f7484cba7cc4e5ad5557c0,Lyoto Machida,1978-05-30,The Dragon,"['APAM', 'Team Machida']",Middleweight,26.0,12.0,0.0,11.0,2.0,13.0,0.0,4.0,2.0,6.0,0.0,Brazil,"Belem, Para",185.0,M,6.1,185.93
358e785b66954f96b0f48eebb76b4df0,Kazuhiro Nakamura,1979-07-16,King Kaz,"['Yoshida Dojo', 'Team Kaz']",Middleweight,21.0,13.0,0.0,5.0,3.0,13.0,0.0,4.0,3.0,6.0,0.0,Japan,"Fukuyama, Hiroshima",185.0,M,5.11,155.75
fc5d68e4c5594551949c1d0fccea9a8a,Tyson Griffin,1984-04-20,,['American Kickboxing Academy'],Lightweight,17.0,8.0,0.0,6.0,3.0,8.0,0.0,3.0,0.0,5.0,0.0,United States,"Santa Rosa, California",155.0,M,5.6,170.69
86b3d8b292494c3183a50e1a9031b9c4,Thiago Tavares,1984-11-08,,['Team Tavares'],Featherweight,24.0,11.0,0.0,4.0,15.0,5.0,0.0,8.0,0.0,3.0,0.0,Brazil,"Florianopolis, Santa Catarina",145.0,M,5.7,173.74
e34c9b1a572e4c38b3ea5f927b3bb376,Rich Clementi,1976-03-31,No Love,['Team Voodoo'],Lightweight,45.0,23.0,0.0,13.0,23.0,9.0,0.0,5.0,8.0,10.0,0.0,United States,"Slidell, Lousiana",155.0,M,5.9,179.83
337950f416854c8b8ab2c7680e880efa,Anthony Johnson,1984-03-06,Rumble,['Kill Cliff FC'],Light Heavyweight,23.0,6.0,0.0,17.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,United States,"Boca Raton, Florida",205.0,M,6.2,188.98
0b13c109b24546eb810de11a6d5c4e36,Jeremy Stephens,1986-05-26,Lil Heathen,['Alliance MMA'],Lightweight,29.0,22.0,1.0,19.0,2.0,8.0,0.0,3.0,5.0,14.0,0.0,United States,"Des Moines, Iowa",155.0,M,5.9,179.83
b78f7786c1cd4a5ca71e82db817be436,Diego Saraiva,1982-04-23,The Octopus,['Team Octopus'],Lightweight,22.0,20.0,0.0,4.0,14.0,4.0,0.0,5.0,0.0,15.0,0.0,United States,"Atlanta, Georgia",149.0,M,5.6,170.69
0f33e44358cd4559b2f94b9592bab83a,Christian Wellisch,1975-09-13,The Hungarian Nightmare,['American Kickboxing Academy'],Heavyweight,8.0,5.0,0.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,Hungary,Budapest,234.0,M,6.2,188.98
c6e2e3190f744e7b848aff2695c87451,Scott Junk,1978-12-17,Punk Haole,['MMA Development'],Heavyweight,8.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,United States,"Kailua, Hawaii",265.0,M,6.1,185.93
34ade11cb9e448d18265a295c6058e72,Matt Wiman,1983-09-19,Handsome,['Skrap Pack'],Lightweight,16.0,10.0,0.0,4.0,5.0,7.0,0.0,4.0,0.0,6.0,0.0,United States,"Tulsa, Oklahoma",155.0,M,5.1,155.45
f97122d6e8ed4a0c9182ada61f22a4f4,Michihiro Omigawa,1975-12-19,Michi,['Neo Judo Academy'],Featherweight,19.0,15.0,0.0,5.0,5.0,9.0,0.0,2.0,1.0,12.0,0.0,Japan,Ibaraki,145.0,M,5.6,170.69
850586ff662b4570b71c96756fbf2ef9,Kenny Florian,1976-05-26,KenFlo,['Florian Martial Arts Center'],Featherweight,14.0,6.0,0.0,4.0,8.0,2.0,0.0,1.0,1.0,4.0,0.0,United States,"Westwood, Massachusetts",145.0,M,5.1,155.45
12fcadabf68042b49cbe5a6c12d5aed6,Din Thomas,1976-09-28,Dinyero,['American Top Team'],Featherweight,26.0,9.0,1.0,7.0,15.0,4.0,0.0,2.0,2.0,5.0,0.0,United States,"Orlando, Florida",143.0,M,5.9,179.83
f6227367278f49b295fb61f5e9860edc,Chris Leben,1980-07-21,The Crippler,['Alliance MMA'],Middleweight,22.0,12.0,0.0,12.0,5.0,5.0,0.0,4.0,2.0,6.0,0.0,United States,"Portland, Oregon",185.0,M,5.11,155.75
7ce6ca77b93f4ba0b28a89c73c645124,Terry Martin,1980-10-10,Dangerous,['Iron Academy'],Middleweight,23.0,12.0,0.0,14.0,4.0,4.0,1.0,9.0,0.0,3.0,0.0,United States,"Chicago, Illinois",185.0,M,5.7,173.74
8814be94c13e449a857939497e168bd1,Nate Diaz,1985-04-16,,['Cesar Gracie Fight Team'],Welterweight,21.0,13.0,0.0,5.0,12.0,4.0,0.0,2.0,1.0,10.0,0.0,United States,"Stockton, California",170.0,M,6.0,182.88
e3349adcb8064094832477dfb4576cf1,Junior Assuncao,1981-06-24,,['Ascension MMA'],Lightweight,16.0,8.0,0.0,4.0,7.0,5.0,0.0,2.0,2.0,4.0,0.0,Brazil,"Recife, Pernambuco",155.0,M,5.9,179.83
c3ab1317be56468fa42b640bd7b9d5a0,Nate Quarry,1972-03-18,Rock,['Team Quest'],Middleweight,12.0,4.0,0.0,7.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,United States,"Gresham, Oregon",185.0,M,6.0,182.88
a3d56b334bb64143b2b7f60896626d82,Pete Sell,1982-08-25,Drago,['Serra-Longo Fight Team'],Middleweight,10.0,7.0,0.0,0.0,4.0,6.0,0.0,5.0,0.0,2.0,0.0,United States,"Bay Shore, New York",179.0,M,5.11,155.75
ddac9c38557c4734a0cb7a5fa277754f,Luke Cummo,1980-04-27,,['Serra-Longo Fight Team'],Welterweight,6.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,United States,"New Hyde Park, New York",170.0,M,6.0,182.88
a1ed5f778c7647c298814c914a16cf27,Edilberto de Oliveira,1982-11-22,Crocota,['Champion Team'],Welterweight,30.0,19.0,0.0,13.0,13.0,4.0,0.0,5.0,1.0,13.0,0.0,Brazil,"Campo Formoso, Bahia",170.0,M,6.0,182.88
b1dc739aa1c24cdfa6c76395ffbf8c32,Cole Miller,1984-04-26,Magrinho,['American Top Team'],Featherweight,21.0,11.0,1.0,3.0,15.0,3.0,0.0,2.0,0.0,9.0,0.0,United States,"Augusta, Georgia",145.0,M,6.1,185.93
babf8d06a54c43b8bc794958e633cc96,Leonard Garcia,1979-07-14,Bad Boy,['Jackson-Wink MMA'],Featherweight,18.0,13.0,0.0,5.0,10.0,3.0,0.0,0.0,4.0,9.0,0.0,United States,"Plainview, Texas",145.0,M,5.9,179.83
dfe8cacc020144f5abc0bf7f598aae00,Gray Maynard,1979-09-05,The Bully,['American Kickboxing Academy'],Featherweight,13.0,7.0,1.0,2.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,United States,"Santa Cruz, California",145.0,M,5.8,176.78
1713370ad9f74c298a719a4a67dcdfdd,Joe Veres,1977-11-09,,['MMA Lab'],Lightweight,4.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,United States,"Glendale, California",155.0,M,5.6,170.69
23e5c825154e4b1c8c098ddbe2a2410d,Kuniyoshi Hironaka,1976-06-17,,['Master Japan'],Lightweight,23.0,9.0,0.0,7.0,8.0,8.0,0.0,6.0,1.0,2.0,0.0,Japan,"Yamaguchi, Yamaguchi",153.0,M,5.1,155.45
2ee23b9b15e44fe987c9fc20d332e267,Dustin Hazelett,1986-04-29,McLovin,['Team Jorge Gurgel'],Lightweight,12.0,7.0,0.0,1.0,9.0,2.0,0.0,4.0,2.0,1.0,0.0,United States,"Cincinnati, Ohio",155.0,M,6.1,185.93
efb6dee73c9b4c12bd86cc939d39c9b9,Jonathan Goulet,1979-07-13,The Road Warrior,['Team Legion'],Welterweight,23.0,12.0,1.0,12.0,8.0,3.0,0.0,10.0,2.0,0.0,0.0,Canada,"Victoriaville, Quebec",169.0,M,6.0,182.88
a1b5501ffab448fa87fc4b4dccb35ca6,Quinton Jackson,1978-06-20,Rampage,['Wolfslair Academy'],Heavyweight,38.0,14.0,0.0,20.0,4.0,14.0,0.0,4.0,2.0,7.0,1.0,United States,"Memphis, Tennessee",265.0,M,6.1,185.93
c323145aaf01408d9d949e59fbbce092,Dan Henderson,1970-08-24,Hendo,['Team Quest'],Middleweight,32.0,15.0,0.0,17.0,1.0,14.0,0.0,3.0,4.0,8.0,0.0,United States,"Temecula, California",185.0,M,6.1,185.93
f0a93b0923884f01b47b12aeca5d195a,Matt Hamill,1976-10-05,The Hammer,['Independent'],Light Heavyweight,13.0,8.0,0.0,7.0,0.0,5.0,1.0,4.0,1.0,3.0,0.0,United States,"Loveland, Ohio",205.0,M,6.2,188.98
24c28757eef14f07b855d734058a51a7,Cheick Kongo,1975-05-17,,"[""Kongo Smashin' Club""]",Heavyweight,31.0,12.0,1.0,15.0,4.0,12.0,0.0,3.0,1.0,8.0,0.0,France,Paris,242.0,M,6.4,195.07
4a8e1fdf2a434c4cbea4e795f13137cc,Mirko Filipovic,1974-09-10,Cro Cop,['Cro Cop Top Team'],Heavyweight,38.0,11.0,1.0,30.0,4.0,4.0,0.0,6.0,2.0,3.0,0.0,Croatia,Zagreb,234.0,M,6.2,188.98
871e38f90f0147afba39829a3cb52858,Marcus Davis,1973-08-24,The Irish Hand Grenade,['Team Irish'],Welterweight,23.0,11.0,1.0,6.0,10.0,7.0,0.0,4.0,3.0,4.0,0.0,United States,"Bangor, Maine",170.0,M,5.8,176.78
0eaaf08a9ef94b03825d0e51e7c58cda,Paul Taylor,1979-12-15,Relentless,['Team Supreme'],Lightweight,11.0,6.0,1.0,6.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,England,Walsall,155.0,M,6.0,182.88
0dd503bb329e4a7185f08a09df05a30b,Alessio Sakara,1981-09-02,Legionarius,['American Top Team'],Light Heavyweight,22.0,13.0,2.0,16.0,2.0,4.0,0.0,6.0,3.0,3.0,1.0,Italy,"Rome, Lazio",206.0,M,6.1,185.93
4c32936a0ca345f591ecfa476ece1ba1,Gleison Tibau,1983-07-10,,['American Top Team'],Welterweight,39.0,19.0,0.0,4.0,15.0,20.0,0.0,5.0,2.0,11.0,1.0,Brazil,"Mossoro, Rio Grande do Norte",170.0,M,5.1,155.45
a6c4ce0adf4a4483ac52b069fb2627e1,Terry Etim,1986-01-11,,['Team Kaobon'],Lightweight,16.0,5.0,0.0,2.0,12.0,2.0,0.0,1.0,1.0,3.0,0.0,England,Liverpool,155.0,M,6.1,185.93
7346dcb1fcae40f88ffbfae67d125e2d,Tomasz Drwal,1982-01-22,Gorilla,['Szkola Walki Drwala'],Middleweight,22.0,6.0,0.0,14.0,5.0,3.0,0.0,3.0,2.0,1.0,0.0,Poland,Krakow,185.0,M,6.1,185.93
62c4ae3ba73644a18fee10057dd4fafb,Dennis Siver,1979-01-13,,['Kiboju'],Featherweight,23.0,11.0,1.0,7.0,7.0,9.0,0.0,3.0,5.0,3.0,0.0,Germany,Mannheim,145.0,M,5.7,173.74
892d64d0c6304ad4a646bd41371b59db,Naoyuki Kotani,1981-12-08,,['Rodeo Style'],Lightweight,37.0,20.0,0.0,6.0,27.0,4.0,0.0,11.0,2.0,7.0,0.0,Japan,"Yokosuka, Kanagawa",155.0,M,5.8,176.78
958f6f4a15304170943044c83eed9ee3,Jess Liaudin,1973-12-21,The Joker,['Pancrase London'],Welterweight,20.0,11.0,0.0,5.0,12.0,3.0,0.0,6.0,1.0,4.0,0.0,France,"Evry, Ile-de-France",170.0,M,5.9,179.83
98d15967fcba4a8db2d759028fa69caa,Anthony Torres,1978-07-31,The Crush,['MMA Development'],Welterweight,5.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,United States,"Kailua, Hawaii",170.0,M,5.1,155.45
5dddb4e141cd4df2b8e886046641550d,Randy Couture,1963-06-22,The Natural,['Xtreme Couture'],Light Heavyweight,19.0,11.0,0.0,7.0,4.0,8.0,0.0,7.0,3.0,1.0,0.0,United States,"Corvallis, Oregon",203.0,M,6.1,185.93
4c4ea3df7d8d4293a0dd7f1856d1b80c,Gabriel Gonzaga,1979-05-18,Napao,['Team Link'],Heavyweight,17.0,12.0,0.0,9.0,7.0,1.0,0.0,10.0,0.0,2.0,0.0,Brazil,Rio de Janeiro,264.0,M,6.2,188.98
0a2489f92d1a4640a058fd63e92c034f,Georges St. Pierre,1981-05-19,Rush,['Tristar Gym'],Welterweight,26.0,2.0,0.0,8.0,6.0,12.0,0.0,1.0,1.0,0.0,0.0,Canada,"St. Isidore, Quebec",170.0,M,5.1,155.45
06f18492e32c47f588ae76602bf7d643,Josh Koscheck,1977-11-30,Kos,['Dethrone Base Camp'],Welterweight,17.0,11.0,0.0,6.0,4.0,7.0,0.0,4.0,3.0,4.0,0.0,United States,"Buffalo, New York",170.0,M,5.1,155.45
268f0150e7b1451fa7d43b2cdd636e5e,Roger Huerta,1983-05-20,El Matador,['Bali Fit Corner'],Lightweight,24.0,14.0,1.0,12.0,5.0,5.0,2.0,7.0,1.0,6.0,0.0,United States,"Austin, Texas",155.0,M,5.9,179.83
ed3a8dc266e241d38b72d9ff5716f548,Alberto Crane,1976-07-14,,"['Alberto Crane MMA', 'Gracie Barra Burbank']",Lightweight,15.0,5.0,0.0,0.0,14.0,1.0,0.0,3.0,0.0,2.0,0.0,United States,"Santa Fe, New Mexico",155.0,M,5.9,179.83
72453365f93347be98f608a32b7afff2,Joe Stevenson,1982-06-15,Daddy,"[""Joe Stevenson's Cobra Kai""]",Lightweight,33.0,16.0,0.0,9.0,13.0,11.0,0.0,2.0,5.0,9.0,0.0,United States,"Victorville, California",155.0,M,5.7,173.74
01806ff5432846989cdc10a0dbee0030,Kurt Pellegrino,1979-05-07,Batman,['Pellegrino MMA'],Lightweight,16.0,7.0,0.0,2.0,10.0,4.0,0.0,1.0,3.0,3.0,0.0,United States,"Point Pleasant, New Jersey",155.0,M,5.8,176.78
614be1a73eb64f0e9b72c05afa323501,Patrick Cote,1980-02-29,The Predator,['BTT Canada'],Welterweight,23.0,11.0,0.0,10.0,3.0,9.0,1.0,2.0,3.0,6.0,0.0,Canada,"Quebec City, Quebec",170.0,M,5.11,155.75
5094af4f5e63462aa3bcd1511ff8ab41,Kendall Grove,1982-11-12,Da Spyder,['Straight Rootless Fight Team'],Middleweight,24.0,19.0,1.0,8.0,10.0,6.0,0.0,9.0,4.0,6.0,0.0,United States,"Maui, Hawaii",185.0,M,6.6,201.17
953aec2fcde94df185faa07c0fc78218,Renato Sobral,1975-09-07,Babalu,"[""Babalu's Iron Gym"", 'Kings MMA']",Light Heavyweight,37.0,12.0,0.0,9.0,15.0,13.0,0.0,7.0,1.0,4.0,0.0,Brazil,Rio de Janeiro,205.0,M,6.0,182.88
a92f554be0464e40a25eaf6d2e41192d,David Heath,1976-10-02,The Headhunter,['Absolute Combat Alliance'],Light Heavyweight,18.0,7.0,0.0,7.0,8.0,3.0,0.0,1.0,3.0,3.0,0.0,United States,"Tulsa, Oklahoma",203.0,M,5.11,155.75
5ef112cb2be34584a09efc45889d9104,Frank Mir,1979-05-24,,['Frank Mir Gym'],Heavyweight,19.0,13.0,0.0,5.0,9.0,4.0,1.0,10.0,0.0,3.0,0.0,United States,"Las Vegas, Nevada",262.0,M,6.3,192.02
cf016ea61ef141ca9f81168f2d85a19e,Antoni Hardonk,1976-02-05,,['Dynamix MMA'],Heavyweight,8.0,6.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,Netherlands,"Weesp, North Holland",240.0,M,6.4,195.07
e7bfda7461bf4c9ba956c76fd8428756,Thales Leites,1981-09-06,,['Nova Uniao'],Middleweight,28.0,9.0,0.0,4.0,15.0,9.0,0.0,1.0,1.0,7.0,0.0,Brazil,"Niteroi, Rio de Janeiro",185.0,M,6.1,185.93
91d6016861544eddb10bb24f0c70080b,Clay Guida,1981-12-08,The Carpenter,['Team Alpha Male'],Lightweight,38.0,25.0,0.0,7.0,14.0,16.0,1.0,2.0,12.0,10.0,1.0,United States,"Round Lake, Illinois",155.0,M,5.7,173.74
